country_code,postal_code,place_name,latitude,longitude
CZ,679 21,Černá Hora,49.4136,16.5814
CZ,679 21,Bořitov,49.425,16.5912
CZ,679 21,Malá Lhota,49.3919,16.5495
CZ,679 21,Brťov u Černé Hory,49.4078,16.5504
CZ,679 21,Lubě,49.3962,16.526
CZ,679 22,Závist,49.3752,16.572
CZ,679 22,Svinošice,49.3344,16.5759
CZ,679 22,Újezd u Černé Hory,49.3686,16.5409
CZ,679 22,Milonice,49.3673,16.5666
CZ,679 22,Šebrov,49.3298,16.5976
CZ,679 22,Lipůvka,49.3393,16.5531
CZ,679 22,Lažany,49.3536,16.5506
CZ,679 23,Veselí,49.4652,16.631
CZ,679 23,Synalov,49.4652,16.631
CZ,679 23,Ochoz u Tišnova,49.4652,16.631
CZ,679 23,Strhaře,49.4652,16.631
CZ,679 23,Žleby,49.4652,16.631
CZ,679 23,Hluboké Dvory,49.4652,16.631
CZ,679 23,Řepka,49.4652,16.631
CZ,679 23,Lomnice,49.4652,16.631
CZ,679 23,Rašov,49.4652,16.631
CZ,679 23,Běleč,49.4652,16.631
CZ,679 23,Brusná,49.4652,16.631
CZ,679 23,Rohozec,49.4652,16.631
CZ,679 23,Osiky,49.4652,16.631
CZ,679 23,Zhoř,49.4652,16.631
CZ,679 23,Bukovice,49.4652,16.631
CZ,679 23,Brumov,49.4652,16.631
CZ,679 23,Křeptov,49.4652,16.631
CZ,679 24,Unín,49.4652,16.631
CZ,679 31,Sebranice,49.4948,16.5884
CZ,679 32,Sasina,49.5143,16.5841
CZ,679 32,Svitávka,49.5018,16.5979
CZ,679 33,Vísky,49.541,16.6286
CZ,679 34,Knínice u Boskovic,49.5396,16.695
CZ,679 35,Šebetov,49.5486,16.7116
CZ,679 36,Vanovice,49.5673,16.6662
CZ,679 37,Borotín,49.5813,16.6715
CZ,679 38,Cetkovice,49.5788,16.7212
CZ,679 39,Úsobrno,49.5889,16.7629
CZ,679 51,Němčice,49.4492,16.7151
CZ,679 52,Žďárná,49.4686,16.7585
CZ,679 53,Benešov,49.5094,16.7706
CZ,679 61,Zboněk,49.5236,16.5859
CZ,679 61,Pamětice,49.5495,16.6445
CZ,679 61,Zábludov,49.5406,16.5463
CZ,679 61,Stvolová,49.5692,16.5684
CZ,679 61,Rumberk,49.5692,16.5684
CZ,679 61,Klevetov,49.5333,16.5833
CZ,679 61,Dolní Smržov,49.5908,16.5564
CZ,679 61,Kladoruby,49.5547,16.6071
CZ,679 61,Bezděčí,49.6165,16.6209
CZ,679 61,Třebětín,49.5588,16.589
CZ,679 61,Novičí,49.5826,16.5964
CZ,679 61,Letovice,49.5471,16.5736
CZ,679 61,Kochov,49.5655,16.612
CZ,679 61,Meziříčko,49.5661,16.5561
